objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,SpType,BV,TEff,FeH
1237669770305208504,33.1243444084154,3.4643278024706,21.30438,19.03445,17.6462,17.12493,16.74382,5657,301,2,72,4803124828759676928,GALAXY,0.2119177,4266,55486,130,,0,0,0
1237669770305143610,33.0342493856874,3.30616217579962,24.24413,22.75208,20.91228,19.54567,18.85568,5657,301,2,71,4803122354858514432,GALAXY,0.7207784,4266,55486,121,,0,0,0
1237669770305143348,33.1849892593951,3.36905746319729,25.92218,22.12704,20.51789,19.576,19.05596,5657,301,2,71,4803124553881769984,GALAXY,0.5415688,4266,55486,129,,0,0,0
1237669770305077496,33.0246313244611,3.2741135678679,21.6549,19.47485,18.01719,17.50057,17.16059,5657,301,2,70,4803138572655024128,GALAXY,0.2701207,4266,55486,180,,0,0,0
1237668350820810996,216.353743225901,16.0474746723135,21.20585,19.38118,17.87732,17.29514,16.94962,5326,301,6,107,3091890814859634688,GALAXY,0.266746,2746,54232,617,,0,0,0
1237668350820679891,216.08441588752,16.1014753295622,19.18939,18.03669,17.35016,16.94601,16.69909,5326,301,6,105,3091891364615448576,GALAXY,0.140166,2746,54232,619,,0,0,0
1237668350284071097,216.577453537203,15.6404656337521,20.44749,18.40562,17.15828,16.67967,16.34415,5326,301,5,109,3091896587295680512,GALAXY,0.180917,2746,54232,638,,0,0,0
1237668350284071086,216.56020109441,15.563764603164,19.46601,18.00546,17.07775,16.65234,16.36357,5326,301,5,109,3091892739004983296,GALAXY,0.1876235,2746,54232,624,,0,0,0
1237668349748183212,218.786630093099,14.7145600057045,20.96449,18.78945,17.66495,17.21356,16.87926,5326,301,4,124,3092856186085599232,GALAXY,0.1580946,2747,54233,33,,0,0,0
1237668349748117719,218.670895029862,14.7514592700307,22.03019,19.98209,18.31768,17.7381,17.42483,5326,301,4,123,3092857285597227008,GALAXY,0.3211499,2747,54233,37,,0,0,0
1237668349748117617,218.614786186761,14.7329486823837,20.37807,18.40243,17.36255,16.94013,16.58949,5326,301,4,123,3092857560475133952,GALAXY,0.1445898,2747,54233,38,,0,0,0
1237668349211181205,218.396139476125,14.3939070083687,19.35044,17.38971,16.19594,15.71059,15.33884,5326,301,3,122,3092864157544900608,GALAXY,0.1591919,2747,54233,62,,0,0,0
1237668349211181069,218.340297586352,14.4451717779645,19.87096,18.00868,16.96893,16.5236,16.13664,5326,301,3,122,3092865257056528384,GALAXY,0.1236126,2747,54233,66,,0,0,0
1237668349211181060,218.329603145322,14.4152774432879,20.25699,18.4171,17.41839,16.93358,16.50956,5326,301,3,122,3092864707300714496,GALAXY,0.09825817,2747,54233,64,,0,0,0
1237668349211115810,218.321987081902,14.4488285641039,21.54987,19.51428,18.00228,17.44446,17.09928,5326,301,3,121,3092865531934435328,GALAXY,0.2726401,2747,54233,67,,0,0,0
1237668349211115698,218.24228299696,14.4621914204126,20.22905,18.58708,17.69784,17.30105,17.02034,5326,301,3,121,3092864982178621440,GALAXY,0.09851647,2747,54233,65,,0,0,0
1237668349211115639,218.216113159564,14.5224573571118,19.60164,18.24883,17.55689,17.17254,16.89985,5326,301,3,121,3092866081690249216,GALAXY,0.09820784,2747,54233,69,,0,0,0
1237668348674506894,218.748609959226,13.9631776104008,19.37686,18.02043,17.37493,16.97325,16.73057,5326,301,2,125,3092848214626297856,GALAXY,0.09782577,2747,54233,4,,0,0,0
1237668348674441570,218.685598277205,13.8583938111564,19.86474,18.25224,17.49795,17.05585,16.77611,5326,301,2,124,3092849039260018688,GALAXY,0.07750623,2747,54233,7,,0,0,0
1237668348674441454,218.583033737673,13.9251820920718,20.0803,18.18771,17.2725,16.87097,16.5377,5326,301,2,124,3092851788039088128,GALAXY,0.08336698,2747,54233,17,,0,0,0
1237668348674375880,218.434624880918,13.8966984050954,19.83937,18.519,17.82284,17.45247,17.20196,5326,301,2,123,3092858385108854784,GALAXY,0.08405507,2747,54233,41,,0,0,0
1237668348674375769,218.53891127349,14.0788856169125,19.75929,17.61279,16.68759,16.24772,15.98384,5326,301,2,123,3092849589015832576,GALAXY,0.08509412,2747,54233,9,,0,0,0
1237668348674244946,218.16753991953,14.0992812007115,22.01517,20.11429,18.48002,17.89,17.48387,5326,301,2,121,3092859759498389504,GALAXY,0.3221088,2747,54233,46,,0,0,0
1237668348674244858,218.142692736191,14.0706325719374,20.46135,18.51364,17.34962,16.89705,16.49366,5326,301,2,121,3092861408765831168,GALAXY,0.159988,2747,54233,52,,0,0,0
1237668348674179270,218.037613298672,13.9694820008654,20.29541,18.6797,17.68157,17.24611,16.93914,5326,301,2,120,3092873778271643648,GALAXY,0.1618372,2747,54233,97,,0,0,0
1237668348674048269,217.780394750755,14.1655493215081,20.96863,18.88544,17.58667,17.07359,16.7431,5326,301,2,118,3092874053149550592,GALAXY,0.2334052,2747,54233,98,,0,0,0
1237668348674048120,217.752856365152,14.006797930779,17.77921,16.2964,15.52803,15.08033,14.71782,5326,301,2,118,3092874602905364480,GALAXY,0.03141736,2747,54233,100,,0,0,0
1237668348137308312,217.907037585943,13.6394360736145,19.05597,17.96938,17.39955,17.04099,16.87539,5326,301,1,120,3092869655103039488,GALAXY,0.1194362,2747,54233,82,,0,0,0
1237668333100073135,216.59629922417,15.7098493399889,20.75881,18.77103,17.60311,17.13338,16.80335,5322,301,5,46,3091894388272424960,GALAXY,0.1606595,2746,54232,630,,0,0,0
1237668333100073114,216.572410897339,15.6860542882451,17.56738,16.36342,15.89514,15.67424,15.63421,5322,301,5,46,3091893563638704128,GALAXY,0.01980527,2746,54232,627,,0,0,0
1237668333100072995,216.604611805877,15.7246947040064,19.20351,18.14119,17.74518,17.43718,17.41963,5322,301,5,46,3091895487784052736,GALAXY,0.07260595,2746,54232,634,,0,0,0
1237668332027445491,219.006421263892,14.4479259949135,18.7194,17.28144,16.78368,16.5348,16.33562,5322,301,3,63,3092857835353040896,GALAXY,0.04571276,2747,54233,39,,0,0,0
1237668332027379911,218.903493128163,14.553871427652,19.12167,17.69441,16.96839,16.57185,16.29745,5322,301,3,62,3092854811696064512,GALAXY,0.1061162,2747,54233,28,,0,0,0
1237670595476521081,128.884797927572,11.4164756034985,24.68805,21.0181,19.17632,18.5484,18.29824,5849,301,3,83,5074481001268533248,GALAXY,0.3376279,4507,55564,182,,0,0,0
1237670595476456330,128.771564152435,11.3336043297017,26.9294,21.4172,20.23351,19.18282,18.55782,5849,301,3,82,5074489522483648512,GALAXY,0.6179228,4507,55564,213,,0,0,0
1237668350288855404,227.602131370989,13.6144555220548,24.68988,22.31302,20.71055,19.61299,19.02865,5326,301,5,182,6176786770786801664,GALAXY,0.5741891,5486,56030,363,,0,0,0
1237678622782194400,41.2156090734155,3.89105996348846,23.87414,23.05803,20.68352,19.31696,18.5508,7718,301,3,263,4794157486717556736,GALAXY,0.6867998,4258,55481,275,,0,0,0
1237678622782194491,41.2343985946741,3.93329263654503,25.69702,21.6725,20.0559,19.01764,18.60942,7718,301,3,263,4794156387205928960,GALAXY,0.5224824,4258,55481,271,,0,0,0
1237678622782259415,41.3308856270158,3.87968917043961,20.43021,18.27406,17.10692,16.61602,16.26727,7718,301,3,264,4794155562572208128,GALAXY,0.1508658,4258,55481,268,,0,0,0
1237678622782259947,41.3699108743201,4.02813534099516,25.88411,23.06335,21.34379,20.20482,19.74254,7718,301,3,264,4794156936961742848,GALAXY,0.595619,4258,55481,273,,0,0,0
1237678622782260213,41.3250394889862,3.84347188210118,26.37679,23.27906,21.1199,19.71742,19.22273,7718,301,3,264,4794155837450115072,GALAXY,0.7039407,4258,55481,269,,0,0,0
1237678622782324861,41.4177935919915,3.92767777736149,19.93839,17.99232,16.84525,16.31739,15.88318,7718,301,3,265,4794154737938487296,GALAXY,0.157131,4258,55481,265,,0,0,0
1237678660905140939,41.2117512998838,3.39359791226736,25.57944,22.49617,20.66422,19.61676,18.98083,7727,301,2,341,4794159685740812288,GALAXY,0.5966574,4258,55481,283,,0,0,0
1237678660905205900,41.3530954567866,3.39749009357054,19.81802,18.09341,17.01974,16.55761,16.18979,7727,301,2,342,4794163259153602560,GALAXY,0.1334404,4258,55481,296,,0,0,0
1237678660905206307,41.3613060448351,3.28583232706532,23.26823,21.19639,19.40752,18.66538,18.18224,7727,301,2,342,4794151164525697024,GALAXY,0.415789,4258,55481,252,,0,0,0
1237678660905206326,41.3695800256866,3.32382167431909,25.02497,22.4651,20.7125,19.62033,18.99575,7727,301,2,342,4794150065014069248,GALAXY,0.5955427,4258,55481,248,,0,0,0
1237678661442011271,41.3023074398145,3.81247004627031,22.20459,19.98433,18.39159,17.80906,17.42297,7727,301,3,341,4794155287694301184,GALAXY,0.2634501,4258,55481,267,,0,0,0
1237678661442011279,41.3064505294946,3.73303373811423,22.65877,19.72509,18.24125,17.74464,17.36261,7727,301,3,341,4794154463060580352,GALAXY,0.264282,4258,55481,264,,0,0,0
1237678661442011299,41.2923222620223,3.77285813990874,20.17538,18.81314,17.46159,16.97296,16.56325,7727,301,3,341,4794153638426859520,GALAXY,0.2635324,4258,55481,261,,0,0,0
1237678661442076874,41.3649700622459,3.66877203871449,23.26357,20.61559,18.90409,18.32798,17.97005,7727,301,3,342,4794153913304766464,GALAXY,0.3409767,4258,55481,262,,0,0,0
1237678661442077073,41.347149668009,3.68472585724151,23.37997,22.12878,20.65205,19.50568,19.15967,7727,301,3,342,4794154188182673408,GALAXY,0.6741266,4258,55481,263,,0,0,0
1237678661442077531,41.3690929026504,3.63638132557926,22.84283,22.36975,20.57788,19.52293,19.1362,7727,301,3,342,4794151439403603968,GALAXY,0.5961105,4258,55481,253,,0,0,0
1237678661978948194,41.450276253559,4.08758471711195,23.06079,22.98698,21.0334,19.8745,19.54461,7727,301,4,342,4794158586229184512,GALAXY,0.6006454,4258,55481,279,,0,0,0
1237678661979013481,41.4930945889719,4.10005349961409,23.67636,22.78165,21.00201,19.9307,19.51668,7727,301,4,343,4794147865990813696,GALAXY,0.5975705,4258,55481,240,,0,0,0
1237668270835565285,227.776072251513,14.0232137963258,22.06051,21.58442,20.86188,19.92797,19.53442,5308,301,1,237,6176777974693779456,GALAXY,0.7305603,5486,56030,331,,0,0,0
1237668270835565177,227.733271562605,13.998836143202,24.73121,22.14429,20.16518,19.27179,18.77113,5308,301,1,237,6176788969810057216,GALAXY,0.4719755,5486,56030,371,,0,0,0
1237668270835564921,227.719743221367,13.9758784461155,22.73552,21.39532,19.48383,18.37062,17.84834,5308,301,1,237,6176787870298429440,GALAXY,0.5812662,5486,56030,367,,0,0,0
1237668270835564829,227.807234866765,13.9902921678486,22.11036,19.40759,18.02533,17.44479,17.10131,5308,301,1,237,6176777699815872512,GALAXY,0.2471533,5486,56030,330,,0,0,0
1237668270835500173,227.668675866778,14.111013340135,24.71736,23.01883,21.15367,19.92298,19.6124,5308,301,1,236,6176789519565871104,GALAXY,0.661339,5486,56030,373,,0,0,0
1237668270835499417,227.595185120824,13.9686304623658,24.77771,21.58462,20.22524,19.47921,18.9869,5308,301,1,236,6176788420054243328,GALAXY,0.4887797,5486,56030,369,,0,0,0
1237667781737251224,128.800378736241,12.1040719729728,21.82893,19.51113,18.03979,17.44385,17.01313,5194,301,2,101,5074496944187136000,GALAXY,0.2409524,4507,55564,240,,0,0,0
1237667781200445466,129.096953249666,11.7659604569429,22.33325,21.44448,20.53749,19.78288,19.46109,5194,301,1,102,5074482925413881856,GALAXY,0.5945685,4507,55564,189,,0,0,0
1237667781200380370,128.974058103708,11.7300104036706,22.80363,19.69268,18.19149,17.58595,17.18187,5194,301,1,101,5074482650535974912,GALAXY,0.2722594,4507,55564,188,,0,0,0
1237667781200249722,128.745612532504,11.6516052393845,23.71824,21.02991,19.31713,18.63956,18.2442,5194,301,1,99,5074491996384811008,GALAXY,0.2998722,4507,55564,222,,0,0,0
1237667781200249639,128.698299305504,11.6715481691856,24.35221,21.85726,20.06345,19.22701,18.67827,5194,301,1,99,5074493920530159616,GALAXY,0.4815174,4507,55564,229,,0,0,0
1237664880489792082,149.175419603068,33.2374134778507,21.74333,21.57465,20.00416,19.15081,18.74598,4518,301,6,146,6522442445384603648,GALAXY,0.5893433,5793,56337,379,,0,0,0
1237664880489726800,149.066636510009,32.9862485741765,26.22278,22.78923,20.93981,19.7668,19.20765,4518,301,6,145,6522438597093906432,GALAXY,0.6331391,5793,56337,365,,0,0,0
1237664880489726736,149.009689090543,32.9718151451986,22.74263,22.749,20.56089,19.52011,19.11775,4518,301,6,145,6522438047338092544,GALAXY,0.5654945,5793,56337,363,,0,0,0
1237664879952921045,149.294426439539,32.8043424187369,23.76308,22.8337,21.04419,19.81314,19.36186,4518,301,5,146,6522426502466000896,GALAXY,0.6044973,5793,56337,321,,0,0,0
1237664871363248731,149.267408340983,32.7429234317896,23.74955,22.00043,20.42848,19.26509,18.78586,4516,301,5,150,6522428151733442560,GALAXY,0.5736418,5793,56337,327,,0,0,0
1237664667359052319,149.198592915013,33.2502168833355,23.05386,22.03988,20.15539,19.03652,18.6448,4469,301,1,253,6522441345872975872,GALAXY,0.5900021,5793,56337,375,,0,0,0
1237664667359052107,149.193143024628,33.2750321017306,25.68085,22.5677,20.67866,19.86051,19.64301,4469,301,1,253,6522430900512512000,GALAXY,0.5364946,5793,56337,337,,0,0,0
1237664667358986705,149.135410651762,33.2742903286982,23.69686,22.14847,20.38185,19.46649,18.82812,4469,301,1,252,6522441895628789760,GALAXY,0.5375161,5793,56337,377,,0,0,0
1237664339316769137,149.258499542736,32.886197401205,23.09191,23.83562,20.98421,19.90392,19.43581,4392,301,6,37,6522427601977628672,GALAXY,0.6315757,5793,56337,325,,0,0,0
1237680328949826409,340.623946937751,30.7679677783706,21.56701,21.42534,21.27376,21.11043,20.61109,8115,301,5,139,13097732571630163968,GALAXY,0,11633,58463,505,,0,0,0
1237680328411841001,337.998384453002,29.7956826720066,25.67809,24.11402,22.18992,21.05666,19.93675,8115,301,4,122,13097727074072025088,GALAXY,0.6685418,11633,58463,485,,0,0,0
1237672024639668384,340.470937763216,30.8340253161543,25.18437,23.14797,20.00756,20.42779,19.8605,6182,301,1,278,13097733121385977856,GALAXY,0,11633,58463,507,,0,0,0
1237668504369103541,253.392481348716,50.2755541381866,22.91853,22.89346,21.61877,20.41205,19.66574,5362,301,4,156,9069154381644191744,GALAXY,0.6154883,8055,57187,111,,0,0,0
1237668504369038234,253.314558932867,50.3659767962423,24.97875,22.62989,21.31084,20.27799,19.4421,5362,301,4,155,9069153831888377856,GALAXY,0.6102931,8055,57187,109,,0,0,0
1237668310550184517,227.286555764687,14.6881691143242,23.92393,22.20426,20.46627,19.55355,19.23761,5317,301,3,26,6176807111751915520,GALAXY,0.5106463,5486,56030,437,,0,0,0
1237668310550118840,227.183126757318,14.8543395983458,23.93015,22.22274,20.52938,19.40735,18.78658,5317,301,3,25,6176807661507729408,GALAXY,0.5846282,5486,56030,439,,0,0,0
1237668310550053672,227.111574297701,14.7340213839904,24.25081,22.72501,21.04153,19.87281,19.35328,5317,301,3,24,6176818656624007168,GALAXY,0.5352851,5486,56030,479,,0,0,0
1237668310550053504,227.080248263652,14.828390298932,23.09959,22.20005,20.81857,19.94451,19.95493,5317,301,3,24,6176817007356565504,GALAXY,0.4851021,5486,56030,473,,0,0,0
1237668310550053100,227.094238505165,14.741893238793,22.06015,19.11376,17.56903,17.01358,16.6309,5317,301,3,24,6176818381746100224,GALAXY,0.2646232,5486,56030,478,,0,0,0
1237668310549856615,226.658115685402,14.8113551595276,22.91773,22.18419,20.08757,19.05916,18.52971,5317,301,3,21,6176823604426332160,GALAXY,0.5320263,5486,56030,497,,0,0,0
1237668310013313215,227.192507761909,14.3119894366083,22.83388,20.46256,18.78035,18.18653,17.82081,5317,301,2,26,6176812884187961344,GALAXY,0.3026054,5486,56030,458,,0,0,0
1237668310013248363,227.10027712554,14.3767859594238,23.89187,22.5717,20.82288,19.52498,19.01927,5317,301,2,25,6176814808333309952,GALAXY,0.6093215,5486,56030,465,,0,0,0
1237668310013182750,227.02722853021,14.3720274154099,22.38763,21.5231,20.14339,19.32658,18.78065,5317,301,2,24,6176814258577496064,GALAXY,0.5279418,5486,56030,463,,0,0,0
1237668310013117242,226.903533265228,14.4803510803226,24.23284,21.75005,20.21923,19.08745,18.74672,5317,301,2,23,6176813708821682176,GALAXY,0.5565438,5486,56030,461,,0,0,0
1237668310013116937,226.783603169244,14.4765458944942,23.82457,22.23603,20.95989,19.83263,19.14036,5317,301,2,23,6176821955158890496,GALAXY,0.8437793,5486,56030,491,,0,0,0
1237668271372043539,226.955113383555,14.6568954641705,23.85038,23.89501,21.6645,20.53491,19.94592,5308,301,2,231,6176817557112379392,GALAXY,0.6433827,5486,56030,475,,0,0,0
1237668271372042988,226.926876135663,14.6419404269995,23.93408,23.76338,21.30464,19.96286,19.47924,5308,301,2,231,6176815907844937728,GALAXY,0.6428419,5486,56030,469,,0,0,0
1237668271372042935,226.917101777136,14.6683484327712,26.26621,22.35681,20.76681,19.88569,19.41094,5308,301,2,231,6176818106868193280,GALAXY,0.5055078,5486,56030,477,,0,0,0
1237668271372042439,226.874217054574,14.5487208242105,23.45117,21.82887,20.12636,19.28759,18.82184,5308,301,2,231,6176819206379821056,GALAXY,0.4407483,5486,56030,481,,0,0,0
1237668271372042277,226.924210774817,14.6220581880695,17.37025,15.54012,14.65996,14.19896,13.84481,5308,301,2,231,6176815632967030784,GALAXY,0.04426561,5486,56030,468,,0,0,0
1237668271371977597,226.846984549199,14.6848068177393,24.81122,22.41083,20.83028,19.63905,19.23665,5308,301,2,230,6176821680280983552,GALAXY,0.5442396,5486,56030,490,,0,0,0
1237668271371977036,226.876322145627,14.6356641071391,22.38413,19.84931,18.27069,17.70938,17.35056,5308,301,2,230,6176817282234472448,GALAXY,0.2841209,5486,56030,474,,0,0,0
1237668271371911945,226.640626308951,14.6001455074848,23.86685,22.42135,20.56096,19.51811,19.03429,5308,301,2,229,6176819756135634944,GALAXY,0.6397556,5486,56030,483,,0,0,0
1237668271371911827,226.630965313324,14.7134488406281,23.40847,21.49032,19.81206,18.94199,18.51654,5308,301,2,229,6176822504914704384,GALAXY,0.5317976,5486,56030,493,,0,0,0
1237668271371911678,226.56726256966,14.6229962850795,22.15493,21.15494,19.83449,19.10078,18.72477,5308,301,2,229,6176820855647262720,GALAXY,0.4800763,5486,56030,487,,0,0,0
1237668271371911466,226.609507406865,14.7298454075703,22.70591,20.93844,19.14421,18.54424,18.09032,5308,301,2,229,6176822230036797440,GALAXY,0.3451481,5486,56030,492,,0,0,0
1237668271371846718,226.599977605568,14.7948409409913,24.49292,22.09024,20.29944,19.42571,18.94231,5308,301,2,228,6176822779792611328,GALAXY,0.4864925,5486,56030,494,,0,0,0
1237668271371846598,226.542083961596,14.7168978027397,25.16644,22.02086,20.26702,19.3414,18.76747,5308,301,2,228,6176821405403076608,GALAXY,0.5025858,5486,56030,489,,0,0,0
1237668271371846591,226.536694232559,14.6982264215561,24.9927,22.00708,20.351,19.41359,18.97104,5308,301,2,228,6176820305891448832,GALAXY,0.4761202,5486,56030,485,,0,0,0
1237668271371846440,226.524428657496,14.8078434830489,22.52197,21.86422,20.38592,19.39017,18.99685,5308,301,2,228,6176823329548425216,GALAXY,0.5539377,5486,56030,496,,0,0,0
1237668271371845868,226.571485203346,14.7339218667801,26.16418,21.47977,20.22678,19.29702,18.77696,5308,301,2,228,6176823054670518272,GALAXY,0.552954,5486,56030,495,,0,0,0
1237667783355990607,147.053545434443,18.5418189594723,22.71679,22.50246,21.89198,21.24057,20.91545,5194,301,5,225,10747939598703548416,GALAXY,0.8581758,9546,57864,360,,0,0,0
1237667782819185136,147.206077531167,18.3174255341646,22.87143,22.6996,21.89686,21.57306,21.11903,5194,301,4,226,10747936849924478976,GALAXY,0.7140189,9546,57864,350,,0,0,0
1237667782819185076,147.19411791453,18.247877189148,23.74615,22.65971,21.96015,21.42348,20.95587,5194,301,4,226,10747936025290758144,GALAXY,0.8439001,9546,57864,347,,0,0,0
1237667782819120107,147.055314860193,18.2661485141526,24.11629,22.78404,22.53766,21.30395,23.40018,5194,301,4,225,10747945920895408128,GALAXY,0.7985367,9546,57864,383,,0,0,0
1237667782819119711,147.120237875107,18.2592744897453,22.55956,22.85478,22.08353,21.87505,21.67147,5194,301,4,225,10747936300168665088,GALAXY,0.7481841,9546,57864,348,,0,0,0
1237667782819119568,147.080551895749,18.1927086614478,24.10905,22.43097,22.10958,21.5332,21.07962,5194,301,4,225,10747935750412851200,GALAXY,0.8630968,9546,57864,346,,0,0,0
1237667782819119491,147.043458389538,18.188030448903,23.13294,22.86391,22.45301,21.31321,20.77079,5194,301,4,225,10747945646017501184,GALAXY,0.7981145,9546,57864,382,,0,0,0
1237667782819054109,146.930900683982,18.061543427635,22.78251,21.90579,21.39219,20.83042,20.03355,5194,301,4,224,10747946195773315072,GALAXY,0.9330712,9546,57864,384,,0,0,0
1237667782282314619,147.27702307984,17.8741748287043,24.35397,23.1895,22.29769,21.62447,22.51106,5194,301,3,226,10747933276511688704,GALAXY,0.9157224,9546,57864,337,,0,0,0
1237662238554652781,218.468013625777,9.12681507831059,17.90853,16.35487,15.64825,15.27665,14.97793,3903,301,5,247,2040277754548611072,GALAXY,0.0266053,1812,53795,535,,0,0,0
1237662238554587221,218.387126278397,9.18592255126231,18.27171,17.12517,16.8096,16.61468,16.54008,3903,301,5,246,2040276380159076352,GALAXY,0.02631266,1812,53795,530,,0,0,0
1237662238554587154,218.332079122449,9.08594820497844,16.39681,15.09905,14.52749,14.23914,14.02153,3903,301,5,246,2040277204792797184,GALAXY,0.02638875,1812,53795,533,,0,0,0
1237662238017847507,218.6543710086,8.59599597477056,18.87925,17.4826,16.91459,16.57043,16.32977,3903,301,4,248,2040280778205587456,GALAXY,0.05817093,1812,53795,546,,0,0,0
1237662238017847463,218.606106330253,8.59735376375739,17.29288,16.07515,15.55909,15.29436,15.05724,3903,301,4,248,2040281877717215232,GALAXY,0.02755425,1812,53795,550,,0,0,0
1237662238017847451,218.597969716962,8.61873335999786,19.19033,17.68246,16.98197,16.6295,16.349,3903,301,4,248,2040284076740470784,GALAXY,0.09920472,1812,53795,558,,0,0,0
1237662238017847348,218.681977916806,8.71125987574984,20.87251,18.91875,17.51322,17.02234,16.63708,3903,301,4,248,2040279678693959680,GALAXY,0.2219191,1812,53795,542,,0,0,0
1237662238017782142,218.560713982301,8.66299148942746,18.78532,17.62898,17.16515,16.90157,16.75728,3903,301,4,247,2040270882600937472,GALAXY,0.05256158,1812,53795,510,,0,0,0
1237662238017782060,218.553883379459,8.76242657896481,21.43875,19.29225,17.76979,17.19172,16.76923,3903,301,4,247,2040271432356751360,GALAXY,0.2769581,1812,53795,512,,0,0,0
1237662238017782006,218.563649358341,8.63019165700126,19.72174,18.1557,17.42362,17.05398,16.77459,3903,301,4,247,2040271157478844416,GALAXY,0.115469,1812,53795,511,,0,0,0
1237662238017716540,218.391394988523,8.74834564425468,19.84073,18.65044,17.79393,17.37058,17.10277,3903,301,4,246,2040265934798612480,GALAXY,0.2153356,1812,53795,492,,0,0,0
1237662238017716502,218.329546037546,8.70873538204372,22.04079,20.01148,18.17699,17.56981,17.16439,3903,301,4,246,2040265110164891648,GALAXY,0.3378651,1812,53795,489,,0,0,0
1237662238017716470,218.405792641067,8.65859027313067,19.76802,18.27528,17.52789,17.1051,16.79983,3903,301,4,246,2040271982112565248,GALAXY,0.0815241,1812,53795,514,,0,0,0
1237662238017716420,218.335352690961,8.61375638891555,20.03655,18.25658,17.29698,16.84394,16.49328,3903,301,4,246,2040264560409077760,GALAXY,0.1003405,1812,53795,487,,0,0,0
1237662238017716379,218.304231532548,8.69542867021871,18.4751,16.74093,15.95127,15.56063,15.25171,3903,301,4,246,2040265385042798592,GALAXY,0.03258771,1812,53795,490,,0,0,0
1237662238017716355,218.294917807484,8.75021929868172,22.62988,19.90199,18.1489,17.57615,17.18191,3903,301,4,246,2040264010653263872,GALAXY,0.3366403,1812,53795,485,,0,0,0
1237662238017650912,218.20009183102,8.76242710346694,20.51987,18.19772,17.17181,16.68893,16.2978,3903,301,4,245,2040262911141636096,GALAXY,0.1005078,1812,53795,481,,0,0,0
1237662238017650901,218.182466734366,8.60546365111734,19.10909,18.16031,17.79346,17.46519,17.32477,3903,301,4,245,2040267584066054144,GALAXY,0.1160404,1812,53795,498,,0,0,0
1237662238017585296,217.982977366867,8.63771679734983,16.60269,15.14315,14.5352,14.18977,13.9166,3903,301,4,244,2040261536752101376,GALAXY,0.03313719,1812,53795,476,,0,0,0
1237662237480976528,218.597002016567,8.3276545970677,19.83888,17.98266,17.01897,16.64025,16.29812,3903,301,3,248,2040282702350936064,GALAXY,0.1153275,1812,53795,553,,0,0,0
1237662237480976514,218.584853018311,8.34145606418892,23.01567,20.03582,18.48449,17.82461,17.3862,3903,301,3,248,2040283801862563840,GALAXY,0.2572248,1812,53795,557,,0,0,0
1237662237480911830,218.529723194658,8.32682556237377,22.74327,20.42107,18.75628,17.95561,17.541,3903,301,3,247,2040272806746286080,GALAXY,0.4367749,1812,53795,517,,0,0,0
1237662237480911209,218.420096939656,8.35870185786321,24.21603,20.90389,18.96193,18.34563,17.91757,3903,301,3,247,2040272256990472192,GALAXY,0.3290873,1812,53795,515,,0,0,0
1237662237480845579,218.355627356506,8.3559224033256,22.86534,19.66641,18.1193,17.54843,17.16689,3903,301,3,246,2040263460897449984,GALAXY,0.2788491,1812,53795,483,,0,0,0
1237662237480714482,217.985536659317,8.38633031781833,18.98082,17.57042,16.80085,16.37188,16.1014,3903,301,3,244,2040260162362566656,GALAXY,0.09198885,1812,53795,471,,0,0,0
1237662237480648959,217.849406533923,8.39842444192301,17.9588,16.62862,16.02808,15.67461,15.40497,3903,301,3,243,2040261811630008320,GALAXY,0.05345623,1812,53795,477,,0,0,0
1237662198279569558,218.328033011096,9.6731555757743,20.64173,18.54663,17.60291,17.18587,16.84584,3894,301,2,98,2040275830403262464,GALAXY,0.08540629,1812,53795,528,,0,0,0
1237655742403379412,213.843001821674,5.45868810935533,18.11533,16.50885,15.63347,15.19108,14.83893,2391,301,1,45,656522000835045376,GALAXY,0.09274322,583,52055,445,,0,0,0
1237655742403379363,213.760513147457,5.44477042892627,19.48641,17.40893,16.46538,16.04559,15.68416,2391,301,1,45,656525849125742592,GALAXY,0.08649274,583,52055,459,,0,0,0
1237655742403379355,213.754694223379,5.46927775784132,19.56342,18.03506,17.24844,16.86635,16.5487,2391,301,1,45,656523375224580096,GALAXY,0.08660886,583,52055,450,,0,0,0
1237655742403379349,213.744254516162,5.35916816659168,19.32764,17.53059,16.63377,16.20746,15.83586,2391,301,1,45,656521176201324544,GALAXY,0.08885975,583,52055,442,,0,0,0
1237655742403313948,213.682238057504,5.38988465470968,19.59431,18.12855,17.44629,17.00184,16.64746,2391,301,1,44,656522550590859264,GALAXY,0.05825104,583,52055,447,,0,0,0
1237655742403313760,213.666300838349,5.34821588552459,19.65948,18.38148,17.71362,17.29305,17.0194,2391,301,1,44,656524749614114816,GALAXY,0.09936125,583,52055,455,,0,0,0
1237655742403313712,213.61430566093,5.47443713761248,20.81876,18.8308,17.72831,17.26298,16.90295,2391,301,1,44,656521725957138432,GALAXY,0.1609511,583,52055,444,,0,0,0
1237654881273381063,213.868067300057,5.02328602046267,19.21234,17.39338,16.4578,16.04586,15.70987,2190,301,5,212,656539867898996736,GALAXY,0.1006721,583,52055,510,,0,0,0
1237654881273381048,213.834631960948,5.03495528471157,19.58722,17.62367,16.56168,16.09208,15.72615,2190,301,5,212,656538218631555072,GALAXY,0.1261587,583,52055,504,,0,0,0
