objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,SpType,BV,TEff,FeH
1237678622782456146,41.816342221749,3.98364673991235,22.14911,19.86376,18.30269,17.73365,17.38484,7718,301,3,267,4794123676735002624,GALAXY,0.2670327,4258,55481,152,,0,0,0
1237678622782457051,41.8310421093566,3.90310449052509,24.45856,23.07456,21.35317,20.12561,19.65231,7718,301,3,267,4794123951612909568,GALAXY,0.5823933,4258,55481,153,,0,0,0
1237678622782457084,41.8462454020102,3.8633091163445,23.93917,23.1364,20.86682,19.66958,19.37582,7718,301,3,267,4794122852101281792,GALAXY,0.5995905,4258,55481,149,,0,0,0
1237662263238459628,204.307278445443,9.10369169520056,19.37816,18.32332,17.78222,17.43008,17.31746,3909,301,3,60,2028911279728519168,GALAXY,0.1375383,1802,53885,144,,0,0,0
1237662263238394111,204.258940728084,9.07094193647679,20.55143,18.6198,17.65835,17.27203,16.93929,3909,301,3,59,2028911829484333056,GALAXY,0.1229932,1802,53885,146,,0,0,0
1237662263238394009,204.139202479123,9.13905248965252,17.8455,16.33454,15.57436,15.1846,14.90868,3909,301,3,59,2028916502408751104,GALAXY,0.0976075,1802,53885,163,,0,0,0
1237662263238393994,204.1313956647,9.05780466032449,19.24559,18.3899,17.55017,17.0701,16.77065,3909,301,3,59,2028918151676192768,GALAXY,0.1628206,1802,53885,169,,0,0,0
1237662263238328415,203.985949844213,9.16017660463334,19.26289,17.98468,17.34652,16.97783,16.78193,3909,301,3,58,2028918426554099712,GALAXY,0.07715774,1802,53885,170,,0,0,0
1237662263238262924,203.921223252116,9.10417280511935,19.76389,18.26989,17.51907,17.08757,16.79135,3909,301,3,57,2028917052164564992,GALAXY,0.09780268,1802,53885,165,,0,0,0
1237662263238197944,203.773165578387,9.15186130278869,26.1427,21.02551,19.14022,18.37554,17.84939,3909,301,3,56,2028922274844796928,GALAXY,0.4563793,1802,53885,184,,0,0,0
1237662262701457481,203.967131577535,8.75492249733285,20.46555,18.58134,17.47369,17.03933,16.66722,3909,301,2,58,2028908256071542784,GALAXY,0.1326104,1802,53885,133,,0,0,0
1237662262701457479,203.963324667547,8.69287160483205,19.15036,18.02255,17.56894,17.27056,17.09973,3909,301,2,58,2028909630461077504,GALAXY,0.05450236,1802,53885,138,,0,0,0
1237662262701392192,203.886762455394,8.64449877670555,23.54112,20.83818,19.08189,18.40282,17.93728,3909,301,2,57,2028907431437821952,GALAXY,0.428315,1802,53885,130,,0,0,0
1237662262701392102,203.874393231165,8.75231924508641,19.86611,17.91291,16.90851,16.48706,16.12324,3909,301,2,57,2028907156559915008,GALAXY,0.09769982,1802,53885,129,,0,0,0
1237662237474750753,204.184533758573,9.29119182416048,19.64305,18.3449,17.65372,17.30083,17.06298,3903,301,3,153,2028910455094798336,GALAXY,0.1236322,1802,53885,141,,0,0,0
1237662237474750608,204.297869199458,9.35622451584912,20.11179,18.45507,17.60337,17.12338,16.72464,3903,301,3,153,2028912654118053888,GALAXY,0.07760918,1802,53885,149,,0,0,0
1237662237474750567,204.261421739767,9.36927171918026,18.967,18.02938,17.64979,17.34716,17.24981,3903,301,3,153,2028914853141309440,GALAXY,0.1057167,1802,53885,157,,0,0,0
1237662237474750561,204.258269273878,9.39761022311393,19.36415,17.75734,16.87337,16.44751,16.09987,3903,301,3,153,2028912928995960832,GALAXY,0.09799871,1802,53885,150,,0,0,0
1237662237474750532,204.196420272452,9.38078250084832,18.82974,16.7762,15.6857,15.21222,14.79883,3903,301,3,153,2028910729972705280,GALAXY,0.1233961,1802,53885,142,,0,0,0
1237662237474685146,204.169034683584,9.30046487882726,20.15875,18.65798,17.80491,17.32101,16.99309,3903,301,3,152,2028912379240146944,GALAXY,0.105576,1802,53885,148,,0,0,0
1237662237474685129,204.143905482336,9.33497681032627,19.9278,18.3962,17.551,17.13979,16.84423,3903,301,3,152,2028914578263402496,GALAXY,0.1231318,1802,53885,156,,0,0,0
1237662237474685090,204.098094870043,9.29780979486699,18.40323,16.98948,16.1874,15.76851,15.48279,3903,301,3,152,2028917327042471936,GALAXY,0.07699563,1802,53885,166,,0,0,0
1237662237474685052,204.060881048262,9.26930292586564,17.0361,15.44343,14.65477,14.22363,13.87316,3903,301,3,152,2028916777286658048,GALAXY,0.03349215,1802,53885,164,,0,0,0
1237662237474619550,204.023484587315,9.31703234870994,19.57992,18.13824,17.27561,16.89931,16.58251,3903,301,3,151,2028916227530844160,GALAXY,0.1352055,1802,53885,162,,0,0,0
1237678661979144239,41.8215004538354,4.02172896903862,26.84124,22.99122,21.6069,20.13747,19.70251,7727,301,4,345,4794123401857095680,GALAXY,0.5985307,4258,55481,151,,0,0,0
1237678661979144437,41.8991347106497,4.11864435373607,22.73093,21.93855,20.53768,19.55974,19.25887,7727,301,4,345,4794124776246630400,GALAXY,0.6296898,4258,55481,156,,0,0,0
1237678661979144544,41.7943116658926,4.04522164109413,27.58187,22.09109,19.91124,18.88555,18.27129,7727,301,4,345,4794125051124537344,GALAXY,0.5722747,4258,55481,157,,0,0,0
1237662236937748660,203.95651082149,8.90132361669047,19.47403,18.26084,17.78118,17.48836,17.32838,3903,301,2,151,2028907706315728896,GALAXY,0.05596787,1802,53885,131,,0,0,0
1237662236937748586,203.939723508111,8.96915547039868,22.14272,21.03901,20.63201,20.36489,20.29627,3903,301,2,151,2028907981193635840,GALAXY,0.00387635,1802,53885,132,,0,0,0
1237662236937748562,203.896945994988,8.91290073967314,19.56711,17.71543,16.77818,16.35888,16.04929,3903,301,2,151,2028909355583170560,GALAXY,0.09761698,1802,53885,137,,0,0,0
1237662236400943222,203.990712315725,8.58197780201406,19.03576,17.99427,17.74358,17.51273,17.47603,3903,301,1,152,2028908530949449728,GALAXY,0.05432244,1802,53885,134,,0,0,0
1237678661979144708,41.8504357612344,4.11791266914404,25.53638,22.09833,20.52263,19.38078,19.03265,7727,301,4,345,4794125600880351232,GALAXY,0.5986116,4258,55481,159,,0,0,0
1237662199353967564,219.984034346842,10.4225174141031,25.20964,22.67233,21.20523,19.93266,19.19476,3894,301,4,108,6158766324594268160,GALAXY,0.6034734,5470,56008,341,,0,0,0
1237679322325844142,38.2025058222911,-4.93428046339441,20.49629,19.13046,18.26386,17.77167,17.50281,7881,301,2,276,8145918372380694528,GALAXY,0.1893776,7235,56603,118,,0,0,0
1237662198816964763,219.606533481158,10.1291933373554,21.1115,19.43516,18.12724,17.50164,17.10769,3894,301,3,106,6158785291169847296,GALAXY,0.2321704,5470,56008,410,,0,0,0
1237662198816899817,219.508333579075,9.98454016626438,24.22203,22.68784,21.22848,20.02546,19.68385,3894,301,3,105,6158794911896590336,GALAXY,0.6150814,5470,56008,445,,0,0,0
1237662198816899703,219.486493773273,10.0822181452548,24.11536,21.30677,19.46731,18.83045,18.53895,3894,301,3,105,6158796836041938944,GALAXY,0.3936703,5470,56008,452,,0,0,0
1237662198816899691,219.465668527708,9.95180951665004,22.56857,21.19653,20.18972,19.47897,19.12815,3894,301,3,105,6158797110919845888,GALAXY,0.554096,5470,56008,453,,0,0,0
1237662198816899532,219.418355033907,9.98401996781198,22.8053,22.19543,20.36819,19.22513,18.88046,3894,301,3,105,6158796011408218112,GALAXY,0.5541216,5470,56008,449,,0,0,0
1237662198816833834,219.333087191166,9.99028595648289,16.71954,15.51727,14.8273,14.49434,14.22744,3894,301,3,104,6158797935553566720,GALAXY,0.03078929,5470,56008,456,,0,0,0
1237661972804337782,203.887879732256,8.09239288846504,17.91717,16.76686,16.28362,16.04594,15.92702,3841,301,6,259,2028909080705263616,GALAXY,0.02354043,1802,53885,136,,0,0,0
1237661971718144297,175.115334010653,7.58658092522303,24.6237,21.024,19.27315,18.63678,18.2264,3841,301,4,69,6054040589972035584,GALAXY,0.3335994,5377,55957,279,,0,0,0
1237661971181273644,175.148145634448,7.00687644681121,25.04726,21.3918,19.63637,18.90997,18.39852,3841,301,3,69,6054037016559245312,GALAXY,0.4240425,5377,55957,266,,0,0,0
1237661971181273597,175.129078580009,6.9787842050696,26.23734,21.98937,20.24952,19.38564,18.871,3841,301,3,69,6054037291437152256,GALAXY,0.5013706,5377,55957,267,,0,0,0
1237661971181208262,175.028191662541,6.99795499524245,25.78127,22.01015,20.52689,19.55525,19.09876,3841,301,3,68,6054036741681338368,GALAXY,0.5025218,5377,55957,265,,0,0,0
1237661970644402819,175.195925576639,6.75895030235598,22.38399,21.44423,20.45991,19.70727,19.26291,3841,301,2,69,6054035092413896704,GALAXY,0.6384142,5377,55957,259,,0,0,0
1237661970118738957,200.93501219429,6.05169256984063,23.54812,23.80655,21.05247,19.99494,19.37984,3841,301,1,240,5448336672399054848,GALAXY,0.6244757,4839,55703,389,,0,0,0
1237661970118738531,200.892856741937,6.09076724636748,24.26129,21.6884,20.35013,19.61807,19.20431,3841,301,1,240,5448337771910682624,GALAXY,0.4862371,4839,55703,393,,0,0,0
1237661970118738507,200.886813910351,6.16192878205622,24.8534,21.03525,20.25362,19.58536,19.18549,3841,301,1,240,5448338871422310400,GALAXY,0.4876692,4839,55703,397,,0,0,0
1237661970118738460,200.866013343852,6.09995310835806,24.03292,20.22651,18.4546,17.86626,17.51599,3841,301,1,240,5448339696056031232,GALAXY,0.3398496,4839,55703,400,,0,0,0
1237661970118738159,200.91101885224,6.0368809407022,22.4443,21.69475,19.62238,18.95142,18.54764,3841,301,1,240,5448338596544403456,GALAXY,0.3954513,4839,55703,396,,0,0,0
1237661970107532017,175.135962151376,6.28185533804811,23.57335,23.00186,21.3667,20.14653,19.78283,3841,301,1,69,6054030694367385600,GALAXY,0.6167742,5377,55957,243,,0,0,0
1237661970107531622,175.086408082943,6.20439064360816,21.73986,21.47944,20.45434,19.67454,19.29664,3841,301,1,69,6054033443146455040,GALAXY,0.5332679,5377,55957,253,,0,0,0
1237661970107466100,174.959327539091,6.18014599415271,23.30305,21.68554,19.92658,18.99087,18.41594,3841,301,1,68,6054043888506918912,GALAXY,0.5030729,5377,55957,291,,0,0,0
1237661950269588637,219.979372027101,10.6902092919757,22.79859,21.77194,20.80112,19.79696,19.23569,3836,301,4,470,6158769623129151488,GALAXY,0.6280144,5470,56008,353,,0,0,0
1237661950269588513,220.055748484446,10.5648032968739,23.25434,22.50174,20.76557,19.61823,19.05077,3836,301,4,470,6158768523617523712,GALAXY,0.6174785,5470,56008,349,,0,0,0
1237661950269588511,220.055376507984,10.5464564326717,24.05033,21.4538,19.62368,18.95086,18.58256,3836,301,4,470,6158768798495430656,GALAXY,0.4273172,5470,56008,350,,0,0,0
1237661950269588445,220.057396849824,10.6767137274073,25.75623,20.98262,19.48681,18.69342,18.14888,3836,301,4,470,6158769073373337600,GALAXY,0.4585938,5470,56008,351,,0,0,0
1237661950269588054,219.940361568877,10.5986975874311,24.99491,23.11211,21.1546,19.84361,19.29555,3836,301,4,470,6158770172884965376,GALAXY,0.6244583,5470,56008,355,,0,0,0
1237661950269587501,219.985430061467,10.6086350980015,22.47249,19.99189,18.86825,18.1416,18.12577,3836,301,4,470,6158767973861709824,GALAXY,0.2316971,5470,56008,347,,0,0,0
1237661950269522799,219.917488406573,10.6445060376312,22.72937,21.78162,19.88867,18.99346,18.5033,3836,301,4,469,6158770722640779264,GALAXY,0.4780107,5470,56008,357,,0,0,0
1237661950269522761,219.915522751574,10.7199714967236,25.5047,22.07898,20.52314,19.67513,19.30612,3836,301,4,469,6158771272396593152,GALAXY,0.4783643,5470,56008,359,,0,0,0
1237661950269522533,219.842878117853,10.7219640521684,22.77105,20.70902,19.08261,18.39881,17.94587,3836,301,4,469,6158780343367522304,GALAXY,0.3139971,5470,56008,392,,0,0,0
1237661950269522408,219.798553693255,10.6656203514969,26.6988,23.01848,21.00343,19.77015,19.42058,3836,301,4,469,6158781168001243136,GALAXY,0.5289035,5470,56008,395,,0,0,0
1237661950269522339,219.771226290839,10.5959587489315,24.08254,22.2917,20.34277,19.42051,19.02505,3836,301,4,469,6158780068489615360,GALAXY,0.4628475,5470,56008,391,,0,0,0
1237661950269522231,219.79622026449,10.6090601902412,22.05865,20.45944,18.82408,18.19077,17.77077,3836,301,4,469,6158777594588452864,GALAXY,0.3189591,5470,56008,382,,0,0,0
1237661949195846736,219.942508230854,9.84648713265894,23.35714,23.3005,21.66485,20.22485,19.7234,3836,301,2,470,6158772371908220928,GALAXY,0.6914998,5470,56008,363,,0,0,0
1237661949195780741,219.691481903102,9.79421275107368,23.30327,22.03689,20.50729,19.72985,19.36337,3836,301,2,469,6158785016291940352,GALAXY,0.5314942,5470,56008,409,,0,0,0
1237661949195780697,219.672708918518,9.78583591143207,25.06713,22.36007,20.27102,19.37313,18.85114,3836,301,2,469,6158784466536126464,GALAXY,0.4756227,5470,56008,407,,0,0,0
1237661949195780415,219.660003814976,9.75427916887077,21.84499,20.10591,18.40278,17.86735,17.49851,3836,301,2,469,6158783092146591744,GALAXY,0.3127822,5470,56008,402,,0,0,0
1237661949195715456,219.614933748515,9.89265670080551,23.61387,22.55635,21.20529,20.02117,19.54473,3836,301,2,468,6158785566047754240,GALAXY,0.637646,5470,56008,411,,0,0,0
1237661949195714896,219.589154608823,9.7730988977141,21.82487,20.68475,19.45759,18.84028,18.5026,3836,301,2,468,6158783367024498688,GALAXY,0.805017,5470,56008,403,,0,0,0
1237661949195714763,219.570246788778,9.85414147414404,19.38119,19.11264,19.30461,18.61908,20.10373,3836,301,2,468,6158787215315195904,GALAXY,0.09537529,5470,56008,417,,0,0,0
1237661949195650002,219.509445563444,9.85457234981339,24.15771,21.04394,19.24795,18.63336,18.2064,3836,301,2,467,6158795736530311168,GALAXY,0.3836411,5470,56008,448,,0,0,0
1237661949195649703,219.43598191548,9.90564088958637,21.78722,20.54314,18.85065,18.2059,17.80996,3836,301,2,467,6158794087262869504,GALAXY,0.386126,5470,56008,442,,0,0,0
1237661949195649292,219.37547057431,9.92759578079827,22.0539,19.61032,18.16905,17.62543,17.25397,3836,301,2,467,6158795186774497280,GALAXY,0.2360704,5470,56008,446,,0,0,0
1237660763770192514,144.998020834187,36.6849806084897,26.19076,23.75589,21.68262,20.5928,19.91149,3560,301,2,246,9978886463184721920,GALAXY,0.6224499,8863,57724,129,,0,0,0
1237659133285892353,227.828085192921,47.2278539698169,24.10834,20.12201,18.30443,17.46575,17.02898,3180,301,5,134,1182306273387898880,GALAXY,0.4514891,1050,52721,405,,0,0,0
1237659133285826777,227.690280053406,47.2703538511586,19.71379,18.0211,17.1674,16.70398,16.40305,3180,301,5,133,1182297477294876672,GALAXY,0.08714369,1050,52721,373,,0,0,0
1237659133285826726,227.509285310808,47.2569756855598,18.59368,17.61046,17.26926,16.93713,16.83274,3180,301,5,133,1182298027050690560,GALAXY,0.08737082,1050,52721,375,,0,0,0
1237659120937533541,228.053556371812,47.2752002685096,17.16431,16.474,16.82999,16.31178,16.56132,3177,301,6,129,1182305448754178048,GALAXY,0.05315802,1050,52721,402,,0,0,0
1237659120400859263,228.084933722353,46.765824235181,20.29527,18.3673,17.31158,16.84126,16.44633,3177,301,5,132,1182307922655340544,GALAXY,0.1359464,1050,52721,411,,0,0,0
1237659120400793765,228.064712510875,46.7559348033821,19.60092,18.41573,17.7654,17.3673,17.14916,3177,301,5,131,1182308197533247488,GALAXY,0.1372436,1050,52721,412,,0,0,0
1237659120400793752,228.030481402293,46.7685478138417,20.47951,18.63474,17.56514,17.03558,16.61304,3177,301,5,131,1182305723632084992,GALAXY,0.1127152,1050,52721,403,,0,0,0
1237659119863857341,227.557619981106,46.5036021292906,19.41923,17.51887,16.57274,16.14753,15.81252,3177,301,4,130,1182312595579758592,GALAXY,0.1049136,1050,52721,428,,0,0,0
1237659119863791768,227.325412698786,46.6432179836947,21.12254,18.88598,17.74208,17.26095,16.89587,3177,301,4,129,1182310671434409984,GALAXY,0.1702937,1050,52721,421,,0,0,0
1237659119326920820,226.999525709475,46.417482523857,18.75216,17.53483,16.99739,16.60454,16.37016,3177,301,3,129,1182300226073946112,GALAXY,0.08822933,1050,52721,383,,0,0,0
1237659119326920814,226.873386507623,46.3014366544494,19.44248,18.15362,17.45702,16.90877,16.60817,3177,301,3,129,1182303524608829440,GALAXY,0.1339289,1050,52721,395,,0,0,0
1237658424621400532,145.733268397326,6.52221735943379,22.16996,21.25469,20.17431,19.36102,19.10346,3015,301,5,212,5485427601693759488,GALAXY,0.5795698,4872,55944,157,,0,0,0
1237658424621400250,145.724084965902,6.649094451924,23.7966,21.54375,20.90006,20.83367,20.40251,3015,301,5,212,5485428426327480320,GALAXY,0.2716911,4872,55944,160,,0,0,0
1237658424621335193,145.661435426296,6.50075596111582,26.21813,21.67615,20.06564,19.25899,18.82245,3015,301,5,211,5485423753403062272,GALAXY,0.4645966,4872,55944,143,,0,0,0
1237658424097309040,175.133008690148,7.66285566026965,22.50717,22.12964,20.62286,19.70704,19.18541,3015,301,4,407,6054038390948780032,GALAXY,0.5176932,5377,55957,271,,0,0,0
1237658424097243922,175.024017598386,7.61131928070687,24.6107,22.54056,20.87476,19.84289,19.46363,3015,301,4,406,6054040040216221696,GALAXY,0.5094342,5377,55957,277,,0,0,0
1237658424097243771,175.096673213899,7.6548827655037,21.67036,21.00625,19.25267,18.55908,18.11225,3015,301,4,406,6054040315094128640,GALAXY,0.3679144,5377,55957,278,,0,0,0
1237658424097243728,175.072710528572,7.64657419596691,25.18332,21.91472,20.65274,19.83356,19.89963,3015,301,4,406,6054039490460407808,GALAXY,0.498758,5377,55957,275,,0,0,0
1237658424084529697,145.761741463198,6.12329441264292,24.53357,21.96603,20.52522,19.39067,18.98764,3015,301,4,212,5485424852914690048,GALAXY,0.5821709,4872,55944,147,,0,0,0
1237658424084464449,145.717106945736,6.09274163687694,24.14019,21.83361,20.39821,19.53415,19.13688,3015,301,4,211,5485423203647248384,GALAXY,0.5651921,4872,55944,141,,0,0,0
1237658424084464297,145.678186868696,6.07291672284341,24.36333,21.37135,19.44421,18.86156,18.41476,3015,301,4,211,5485424578036783104,GALAXY,0.3329536,4872,55944,146,,0,0,0
1237658423560372882,175.097981167222,7.30781091673462,24.38287,22.3784,20.61491,19.54856,19.19283,3015,301,3,406,6054038940704593920,GALAXY,0.500002,5377,55957,273,,0,0,0
1237658423560372757,175.055374862121,7.1996463903737,23.374,22.58162,21.06548,20.06287,19.63477,3015,301,3,406,6054036191925524480,GALAXY,0.5209932,5377,55957,263,,0,0,0
1237658423560372710,175.034407120949,7.19564341978162,24.94976,21.97495,20.24567,19.42809,19.1087,3015,301,3,406,6054037841192966144,GALAXY,0.5193186,5377,55957,269,,0,0,0
1237658423547527749,145.519303682335,5.77596336362445,25.46516,21.37807,19.74888,18.87523,18.49345,3015,301,3,210,5485430350472828928,GALAXY,0.4500018,4872,55944,167,,0,0,0
1237658423547461823,145.441735147779,5.78258140960583,25.99939,22.89066,20.40211,19.20077,18.62487,3015,301,3,209,5485429800717015040,GALAXY,0.6977038,4872,55944,165,,0,0,0
1237658423023567370,175.206843360922,6.88751473830116,25.65071,23.30817,21.49775,20.15405,19.44738,3015,301,2,407,6054034542658082816,GALAXY,0.6882784,5377,55957,257,,0,0,0
1237658423023567278,175.163560982581,6.85918730149081,24.15633,21.46333,19.93025,19.15154,18.62555,3015,301,2,407,6054031244123199488,GALAXY,0.5021726,5377,55957,245,,0,0,0
1237658423023567055,175.178010853027,6.90503339091233,21.55752,19.79807,18.29902,17.71303,17.30013,3015,301,2,407,6054033168268548096,GALAXY,0.2708755,5377,55957,252,,0,0,0
1237658423023502155,175.120125221673,6.85265881239339,23.40787,22.86281,20.85232,19.51909,19.09208,3015,301,2,406,6054031793879013376,GALAXY,0.6736778,5377,55957,247,,0,0,0
1237658423023502146,175.107570211486,6.9208911752645,24.7657,22.22225,20.32285,19.41689,18.85976,3015,301,2,406,6054032893390641152,GALAXY,0.495206,5377,55957,251,,0,0,0
1237658423023501482,175.134671309248,6.80973151293822,21.74944,20.21786,18.51181,17.93498,17.57329,3015,301,2,406,6054032068756920320,GALAXY,0.3022482,5377,55957,248,,0,0,0
1237658423023436724,174.982715021586,6.81724182249717,22.62298,22.59349,20.62758,19.55115,18.92549,3015,301,2,405,6054042239239477248,GALAXY,0.5906486,5377,55957,285,,0,0,0
1237658423023436536,174.977921347237,6.85175746152943,22.53789,22.46963,20.39312,19.09965,18.43525,3015,301,2,405,6054043338751105024,GALAXY,0.6394356,5377,55957,289,,0,0,0
1237658422486631003,175.110336957602,6.43488133018344,22.80708,21.23001,19.44977,18.72782,18.31417,3015,301,1,406,6054035367291803648,GALAXY,0.4246764,5377,55957,260,,0,0,0
1237658422486630959,175.090618820686,6.45864257062952,24.68133,21.60175,19.81495,19.00146,18.41564,3015,301,1,406,6054033992902268928,GALAXY,0.5032696,5377,55957,255,,0,0,0
1237658422486565555,174.948214150683,6.38730103909263,22.44787,22.46826,20.95218,19.90009,19.53207,3015,301,1,405,6054041689483663360,GALAXY,0.5029712,5377,55957,283,,0,0,0
1237658422486565408,174.991241928193,6.38319763137034,23.00818,22.04987,20.58349,19.74145,19.36114,3015,301,1,405,6054042788995291136,GALAXY,0.5962256,5377,55957,287,,0,0,0
1237658422486565386,174.983247560891,6.42275174699645,25.08969,21.9604,20.41326,19.47631,18.96007,3015,301,1,405,6054041139727849472,GALAXY,0.5022726,5377,55957,281,,0,0,0
1237658422486565370,174.975695239325,6.50718665552389,22.82257,20.3959,18.78951,18.20082,17.74376,3015,301,1,405,6054041964361570304,GALAXY,0.3046219,5377,55957,284,,0,0,0
1237658300065317822,145.664350401985,6.35016419648321,22.37665,22.27706,20.34164,19.35151,18.72795,2986,301,5,181,5485425402670503936,GALAXY,0.5594118,4872,55944,149,,0,0,0
1237658299528511989,145.739494090082,6.01568368712101,22.83854,21.6741,20.70839,19.66146,19.27806,2986,301,4,182,5485421004623992832,GALAXY,0.6948053,4872,55944,133,,0,0,0
1237658299528511958,145.835233538055,5.98841218271746,24.84041,24.23852,20.87677,19.57985,18.94113,2986,301,4,182,5485422653891434496,GALAXY,0.748261,4872,55944,139,,0,0,0
1237658299528446829,145.68028843296,5.95786298986514,22.02122,20.54267,18.75941,18.14208,17.62718,2986,301,4,181,5485421829257713664,GALAXY,0.3952095,4872,55944,136,,0,0,0
1237658299528446628,145.619381065831,5.918809334579,26.19306,21.08276,19.32657,18.68026,18.19976,2986,301,4,181,5485433374129805312,GALAXY,0.3806316,4872,55944,178,,0,0,0
1237658299528446604,145.60378292654,6.01350820485763,22.31001,20.7198,18.98784,18.33375,18.02338,2986,301,4,181,5485433923885619200,GALAXY,0.3809154,4872,55944,180,,0,0,0
1237658299528446414,145.600565920649,5.89415953249222,22.57848,21.31538,19.5863,18.86677,18.58365,2986,301,4,181,5485432824373991424,GALAXY,0.3488812,4872,55944,176,,0,0,0
1237658299528446376,145.642510368265,5.83629726239593,21.41653,19.37054,17.95693,17.39683,17.08472,2986,301,4,181,5485420729746085888,GALAXY,0.2314607,4872,55944,132,,0,0,0
1237658299528380668,145.582707493872,5.82313662228237,22.54803,20.76217,18.98854,18.34984,17.92073,2986,301,4,180,5485431175106549760,GALAXY,0.3545114,4872,55944,170,,0,0,0
1237658298991575760,145.742984688108,5.51638006669446,23.60769,22.643,21.19835,20.01198,19.59677,2986,301,3,181,5485418255844923392,GALAXY,0.6089591,4872,55944,123,,0,0,0
1237658298991575276,145.679760082313,5.40569450628432,25.5695,19.95323,18.45965,17.71874,17.41396,2986,301,3,181,5485417980967016448,GALAXY,0.3673758,4872,55944,122,,0,0,0
1237658298991509893,145.59418211091,5.51444297628295,21.88962,19.70205,18.25474,17.70357,17.43738,2986,301,3,180,5485430075594921984,GALAXY,0.2386541,4872,55944,166,,0,0,0
1237658298991444466,145.397002974282,5.39202571708436,22.18693,21.782,20.61089,19.76139,19.50608,2986,301,3,179,5485431449984456704,GALAXY,0.5304695,4872,55944,171,,0,0,0
1237658298991444211,145.42971398591,5.41334974698355,24.27901,20.41323,18.69557,18.11434,17.73019,2986,301,3,179,5485433099251898368,GALAXY,0.3673557,4872,55944,177,,0,0,0
1237658298985218243,131.223263355069,4.0941619694919,20.96195,18.96122,17.80908,17.35045,17.17908,2986,301,3,84,1337610640352634880,GALAXY,0.1285938,1188,52650,151,,0,0,0
1237658298985087431,130.957702518955,4.05293891413761,20.65183,19.08299,17.7501,17.21026,16.83933,2986,301,3,82,1337606517184030720,GALAXY,0.2050022,1188,52650,136,,0,0,0
1237658298985087417,130.955242094734,4.02441358367786,23.89662,20.63015,18.93702,18.18224,17.74409,2986,301,3,82,1337605142794496000,GALAXY,0.4354398,1188,52650,131,,0,0,0
1237658298985087384,130.929457964308,4.05963167312585,20.56991,18.46418,17.09302,16.56265,16.2391,2986,301,3,82,1337605967428216832,GALAXY,0.2021654,1188,52650,134,,0,0,0
1237658298985087305,130.868278606273,4.06921352290257,20.66129,18.75514,17.58154,17.10365,16.74188,2986,301,3,82,1337607066939844608,GALAXY,0.1721612,1188,52650,138,,0,0,0
1237658298985087103,130.892269468457,4.04246130758882,20.37843,18.20868,16.98313,16.51602,16.16062,2986,301,3,82,1337603493527054336,GALAXY,0.166006,1188,52650,125,,0,0,0
1237658298984956129,130.642212544897,4.13151009875113,18.96654,17.26165,16.45143,16.0853,15.80919,2986,301,3,80,1337619986201470976,GALAXY,0.09697144,1188,52650,185,,0,0,0
1237658298448150783,130.814801268311,3.69069772821275,17.151,15.72782,15.04193,14.6305,14.42111,2986,301,2,81,1337607616695658496,GALAXY,0.04991752,1188,52650,140,,0,0,0
1237655126626992397,200.901849991834,5.83830615088262,22.17669,20.82518,19.1063,18.50105,18.02241,2247,301,6,267,5448337497032775680,GALAXY,0.3367274,4839,55703,392,,0,0,0
1237655126626992328,200.874211442451,5.78499870598139,22.17549,19.90906,18.32537,17.76749,17.4531,2247,301,6,267,5448336947276961792,GALAXY,0.2916064,4839,55703,390,,0,0,0
1237655126626992323,200.841667657013,5.8400661572179,25.90279,20.55793,18.89076,18.2436,17.92628,2247,301,6,267,5448338046788589568,GALAXY,0.3364318,4839,55703,394,,0,0,0
1237655126090056494,200.775980286819,5.39420615918986,21.90934,21.35581,19.99055,19.1878,18.66916,2247,301,5,266,5448340520689752064,GALAXY,0.5298808,4839,55703,403,,0,0,0
1237655126090055882,200.693948525278,5.26741361728561,22.26685,19.88359,18.40677,17.82216,17.46091,2247,301,5,266,5448340245811845120,GALAXY,0.2835532,4839,55703,402,,0,0,0
1237655108895900478,122.531454765988,39.3802555425103,22.75622,22.14544,20.18527,19.3082,18.86866,2243,301,5,48,4284196568494790656,GALAXY,0.5305938,3805,55269,536,,0,0,0
1237655108895900179,122.461230167768,39.4048764252603,22.47185,21.77315,20.28793,19.52794,19.05532,2243,301,5,48,4284188597035489280,GALAXY,0.4101571,3805,55269,507,,0,0,0
1237655108895899877,122.424258842679,39.4299878932531,22.23548,21.25824,19.50008,18.73346,18.31772,2243,301,5,48,4284187222645954560,GALAXY,0.4924695,3805,55269,502,,0,0,0
1237655108895834776,122.38297998323,39.3744518560888,22.94096,22.37919,20.52781,19.66436,19.28072,2243,301,5,47,4284188871913396224,GALAXY,0.4578587,3805,55269,508,,0,0,0
1237655108358964337,122.810045961299,39.0833062384411,24.84988,22.83342,20.55334,19.41633,18.66477,2243,301,4,47,4284195194105255936,GALAXY,0.6790645,3805,55269,531,,0,0,0
1237655108358964046,122.842163232627,39.0423149437648,25.43799,22.12679,20.26765,19.30194,18.72878,2243,301,4,47,4284196293616883712,GALAXY,0.5044413,3805,55269,535,,0,0,0
1237655108358963986,122.769863683067,39.0549143010733,22.58826,21.94202,20.10117,19.20597,18.66856,2243,301,4,47,4284197668006418432,GALAXY,0.5714861,3805,55269,540,,0,0,0
